,language,vowel,file,classification,probabilities
11492,FR,ø,FR1511,ɛ,0.008671385
12492,FR,ø,FR1511,ɛ̃,0.0031900245
6492,FR,ø,FR1511,ø,0.4734416
7492,FR,ø,FR1511,œ,0.17416944
492,FR,ø,FR1511,a,0.0011735444
8492,FR,ø,FR1511,ɑ̃,0.023571268
3492,FR,ø,FR1511,o,0.17416944
9492,FR,ø,FR1511,ɔ,0.064073354
10492,FR,ø,FR1511,ɔ̃,0.0031900245
4492,FR,ø,FR1511,u,0.008671385
2509,FR,ø,FR1831,i,0.3647438
5509,FR,ø,FR1831,y,0.13418175
1509,FR,ø,FR1831,e,0.0009041095
11509,FR,ø,FR1831,ɛ,0.00012235792
12509,FR,ø,FR1831,ɛ̃,0.0003326033
6509,FR,ø,FR1831,ø,0.3647438
7509,FR,ø,FR1831,œ,0.00012235792
509,FR,ø,FR1831,a,4.501296e-05
8509,FR,ø,FR1831,ɑ̃,0.0003326033
3509,FR,ø,FR1831,o,0.00012235792
9509,FR,ø,FR1831,ɔ,0.00012235792
10509,FR,ø,FR1831,ɔ̃,4.501296e-05
4509,FR,ø,FR1831,u,0.13418175
2510,FR,ø,FR1834,i,0.9932795
5510,FR,ø,FR1834,y,3.0384652e-07
1510,FR,ø,FR1834,e,1.6589456e-05
11510,FR,ø,FR1834,ɛ,2.2451388e-06
12510,FR,ø,FR1834,ɛ̃,8.2594045e-07
6510,FR,ø,FR1834,ø,0.0066926647
7510,FR,ø,FR1834,œ,6.1029205e-06
510,FR,ø,FR1834,a,1.1177889e-07
8510,FR,ø,FR1834,ɑ̃,8.2594045e-07
3510,FR,ø,FR1834,o,1.1177889e-07
9510,FR,ø,FR1834,ɔ,3.0384652e-07
10510,FR,ø,FR1834,ɔ̃,1.1177889e-07
4510,FR,ø,FR1834,u,1.1177889e-07
2535,FR,ø,FR2130,i,0.00033502854
5535,FR,ø,FR2130,y,0.998706
1535,FR,ø,FR2130,e,6.1362616e-06
11535,FR,ø,FR2130,ɛ,3.055065e-07
12535,FR,ø,FR2130,ɛ̃,3.055065e-07
6535,FR,ø,FR2130,ø,1.668009e-05
7535,FR,ø,FR2130,œ,1.668009e-05
535,FR,ø,FR2130,a,6.1362616e-06
8535,FR,ø,FR2130,ɑ̃,3.055065e-07
3535,FR,ø,FR2130,o,8.3045273e-07
9535,FR,ø,FR2130,ɔ,3.055065e-07
10535,FR,ø,FR2130,ɔ̃,3.055065e-07
4535,FR,ø,FR2130,u,0.000910702
2551,FR,ø,FR2428,i,0.0024638167
5551,FR,ø,FR2428,y,0.9939745
1551,FR,ø,FR2428,e,2.2467098e-06
11551,FR,ø,FR2428,ɛ,2.2467098e-06
12551,FR,ø,FR2428,ɛ̃,1.6601065e-05
6551,FR,ø,FR2428,ø,0.00090638746
7551,FR,ø,FR2428,œ,1.6601065e-05
551,FR,ø,FR2428,a,0.0001226662
8551,FR,ø,FR2428,ɑ̃,6.1071905e-06
3551,FR,ø,FR2428,o,2.2467098e-06
9551,FR,ø,FR2428,ɔ,6.1071905e-06
10551,FR,ø,FR2428,ɔ̃,0.0024638167
4551,FR,ø,FR2428,u,1.6601065e-05
2554,FR,ø,FR2572,i,0.0024652733
5554,FR,ø,FR2572,y,0.9945622
1554,FR,ø,FR2572,e,8.2700706e-07
11554,FR,ø,FR2572,ɛ,8.2700706e-07
12554,FR,ø,FR2572,ɛ̃,8.2700706e-07
6554,FR,ø,FR2572,ø,0.0024652733
7554,FR,ø,FR2572,œ,0.00012273873
554,FR,ø,FR2572,a,4.5153054e-05
8554,FR,ø,FR2572,ɑ̃,8.2700706e-07
3554,FR,ø,FR2572,o,8.2700706e-07
9554,FR,ø,FR2572,ɔ,8.2700706e-07
10554,FR,ø,FR2572,ɔ̃,0.00033363845
4554,FR,ø,FR2572,u,8.2700706e-07
2555,FR,ø,FR2590,i,0.4724801
5555,FR,ø,FR2590,y,0.4724801
1555,FR,ø,FR2590,e,0.00043084606
11555,FR,ø,FR2590,ɛ,5.8308673e-05
12555,FR,ø,FR2590,ɛ̃,0.00043084606
6555,FR,ø,FR2590,ø,0.023523398
7555,FR,ø,FR2590,œ,0.0031835458
555,FR,ø,FR2590,a,0.0031835458
8555,FR,ø,FR2590,ɑ̃,0.00043084606
3555,FR,ø,FR2590,o,5.8308673e-05
9555,FR,ø,FR2590,ɔ,0.00015849942
10555,FR,ø,FR2590,ɔ̃,0.023523398
4555,FR,ø,FR2590,u,5.8308673e-05
2567,FR,ø,FR2952,i,3.534443e-06
5567,FR,ø,FR2952,y,0.21162175
1567,FR,ø,FR2952,e,3.534443e-06
11567,FR,ø,FR2952,ɛ,3.534443e-06
12567,FR,ø,FR2952,ɛ̃,3.534443e-06
6567,FR,ø,FR2952,ø,2.6116199e-05
7567,FR,ø,FR2952,œ,2.6116199e-05
567,FR,ø,FR2952,a,0.0014258961
8567,FR,ø,FR2952,ɑ̃,3.534443e-06
3567,FR,ø,FR2952,o,9.607612e-06
9567,FR,ø,FR2952,ɔ,3.534443e-06
10567,FR,ø,FR2952,ɔ̃,0.5752475
4567,FR,ø,FR2952,u,0.21162175
2568,FR,ø,FR2971,i,0.0149674155
5568,FR,ø,FR2971,y,0.04068565
1568,FR,ø,FR2971,e,0.00027413777
11568,FR,ø,FR2971,ɛ,0.0020256194
12568,FR,ø,FR2971,ɛ̃,0.0020256194
6568,FR,ø,FR2971,ø,0.11059506
7568,FR,ø,FR2971,œ,0.00074518373
568,FR,ø,FR2971,a,0.005506204
8568,FR,ø,FR2971,ɑ̃,0.81719315
3568,FR,ø,FR2971,o,0.00010084965
9568,FR,ø,FR2971,ɔ,0.00027413777
10568,FR,ø,FR2971,ɔ̃,0.00010084965
4568,FR,ø,FR2971,u,0.005506204
2617,FR,ø,FR3945,i,0.99966145
5617,FR,ø,FR3945,y,1.5224822e-08
1617,FR,ø,FR3945,e,1.1249708e-07
11617,FR,ø,FR3945,ɛ,5.6008997e-09
12617,FR,ø,FR3945,ɛ̃,5.6008997e-09
6617,FR,ø,FR3945,ø,2.259564e-06
7617,FR,ø,FR3945,œ,0.00033534906
617,FR,ø,FR3945,a,5.6008997e-09
8617,FR,ø,FR3945,ɑ̃,5.6008997e-09
3617,FR,ø,FR3945,o,5.6008997e-09
9617,FR,ø,FR3945,ɔ,5.6008997e-09
10617,FR,ø,FR3945,ɔ̃,5.6008997e-09
4617,FR,ø,FR3945,u,8.312472e-07
2619,FR,ø,FR3968,i,0.11789938
5619,FR,ø,FR3968,y,3.955084e-05
1619,FR,ø,FR3968,e,0.0021594027
11619,FR,ø,FR3968,ɛ,0.00029224335
12619,FR,ø,FR3968,ɛ̃,0.00029224335
6619,FR,ø,FR3968,ø,0.0058698645
7619,FR,ø,FR3968,œ,0.87116516
619,FR,ø,FR3968,a,1.454994e-05
8619,FR,ø,FR3968,ɑ̃,3.955084e-05
3619,FR,ø,FR3968,o,1.454994e-05
9619,FR,ø,FR3968,ɔ,1.454994e-05
10619,FR,ø,FR3968,ɔ̃,3.955084e-05
4619,FR,ø,FR3968,u,0.0021594027
2620,FR,ø,FR3981,i,0.99817884
5620,FR,ø,FR3981,y,4.132398e-08
1620,FR,ø,FR3981,e,8.3001436e-07
11620,FR,ø,FR3981,ɛ,1.5202243e-08
12620,FR,ø,FR3981,ɛ̃,1.5202243e-08
6620,FR,ø,FR3981,ø,0.0009102213
7620,FR,ø,FR3981,œ,0.0009102213
620,FR,ø,FR3981,a,1.5202243e-08
8620,FR,ø,FR3981,ɑ̃,1.5202243e-08
3620,FR,ø,FR3981,o,1.5202243e-08
9620,FR,ø,FR3981,ɔ,1.5202243e-08
10620,FR,ø,FR3981,ɔ̃,1.5202243e-08
4620,FR,ø,FR3981,u,1.5202243e-08
2676,FR,ø,FR991,i,0.0006385413
5676,FR,ø,FR991,y,3.17911e-05
1676,FR,ø,FR991,e,3.17911e-05
11676,FR,ø,FR991,ɛ,0.0006385413
12676,FR,ø,FR991,ɛ̃,0.0006385413
6676,FR,ø,FR991,ø,0.034863174
7676,FR,ø,FR991,œ,0.25760594
676,FR,ø,FR991,a,0.70024556
8676,FR,ø,FR991,ɑ̃,0.0047182175
3676,FR,ø,FR991,o,0.00023490621
9676,FR,ø,FR991,ɔ,3.17911e-05
10676,FR,ø,FR991,ɔ̃,0.00023490621
4676,FR,ø,FR991,u,8.641717e-05
2449,FR,œ,FR-participant3_fœt,i,1.8795273e-12
5449,FR,œ,FR-participant3_fœt,y,5.1090846e-12
1449,FR,œ,FR-participant3_fœt,e,1.8795273e-12
11449,FR,œ,FR-participant3_fœt,ɛ,3.7751312e-11
12449,FR,œ,FR-participant3_fœt,ɛ̃,1.8795273e-12
6449,FR,œ,FR-participant3_fœt,ø,8.3152804e-07
7449,FR,œ,FR-participant3_fœt,œ,0.99999917
449,FR,œ,FR-participant3_fœt,a,1.8795273e-12
8449,FR,œ,FR-participant3_fœt,ɑ̃,1.8795273e-12
3449,FR,œ,FR-participant3_fœt,o,5.1090846e-12
9449,FR,œ,FR-participant3_fœt,ɔ,1.8795273e-12
10449,FR,œ,FR-participant3_fœt,ɔ̃,1.8795273e-12
4449,FR,œ,FR-participant3_fœt,u,1.8795273e-12
2458,FR,œ,FR-participant5_kœs,i,1.5229979e-08
5458,FR,œ,FR-participant5_kœs,y,3.7751344e-11
1458,FR,œ,FR-participant5_kœs,e,2.0611537e-09
11458,FR,œ,FR-participant5_kœs,ɛ,5.6027964e-09
12458,FR,œ,FR-participant5_kœs,ɛ̃,3.7751344e-11
6458,FR,œ,FR-participant5_kœs,ø,1.5229979e-08
7458,FR,œ,FR-participant5_kœs,œ,1.0
458,FR,œ,FR-participant5_kœs,a,3.7751344e-11
8458,FR,œ,FR-participant5_kœs,ɑ̃,3.7751344e-11
3458,FR,œ,FR-participant5_kœs,o,3.7751344e-11
9458,FR,œ,FR-participant5_kœs,ɔ,3.7751344e-11
10458,FR,œ,FR-participant5_kœs,ɔ̃,3.7751344e-11
4458,FR,œ,FR-participant5_kœs,u,3.7751344e-11
2464,FR,œ,FR-participant6_sœt,i,0.9996462
5464,FR,œ,FR-participant6_sœt,y,8.312345e-07
1464,FR,œ,FR-participant6_sœt,e,8.312345e-07
11464,FR,œ,FR-participant6_sœt,ɛ,1.5224591e-08
12464,FR,œ,FR-participant6_sœt,ɛ̃,1.5224591e-08
6464,FR,œ,FR-participant6_sœt,ø,1.1249536e-07
7464,FR,œ,FR-participant6_sœt,œ,0.00033534394
464,FR,œ,FR-participant6_sœt,a,1.5224591e-08
8464,FR,œ,FR-participant6_sœt,ɑ̃,1.5224591e-08
3464,FR,œ,FR-participant6_sœt,o,1.5224591e-08
9464,FR,œ,FR-participant6_sœt,ɔ,1.5224591e-08
10464,FR,œ,FR-participant6_sœt,ɔ̃,1.5224591e-08
4464,FR,œ,FR-participant6_sœt,u,1.669579e-05
2496,FR,œ,FR1599,i,8.342885e-06
5496,FR,œ,FR1599,y,1.1290867e-06
1496,FR,œ,FR1599,e,0.0004555061
11496,FR,œ,FR1599,ɛ,0.49952307
12496,FR,œ,FR1599,ɛ̃,2.2678312e-05
6496,FR,œ,FR1599,ø,0.0004555061
7496,FR,œ,FR1599,œ,0.49952307
496,FR,œ,FR1599,a,1.1290867e-06
8496,FR,œ,FR1599,ɑ̃,3.0691758e-06
3496,FR,œ,FR1599,o,1.1290867e-06
9496,FR,œ,FR1599,ɔ,1.1290867e-06
10496,FR,œ,FR1599,ɔ̃,3.0691758e-06
4496,FR,œ,FR1599,u,1.1290867e-06
2497,FR,œ,FR1602,i,7.3079804e-07
5497,FR,œ,FR1602,y,2.6884555e-07
1497,FR,œ,FR1602,e,7.3079804e-07
11497,FR,œ,FR1602,ɛ,0.87886083
12497,FR,œ,FR1602,ɛ̃,2.6884555e-07
6497,FR,œ,FR1602,ø,1.986515e-06
7497,FR,œ,FR1602,œ,0.118940875
497,FR,œ,FR1602,a,1.46784705e-05
8497,FR,œ,FR1602,ɑ̃,2.6884555e-07
3497,FR,œ,FR1602,o,2.6884555e-07
9497,FR,œ,FR1602,ɔ,0.0021784783
10497,FR,œ,FR1602,ɔ̃,2.6884555e-07
4497,FR,œ,FR1602,u,2.6884555e-07
2505,FR,œ,FR178,i,0.0017851762
5505,FR,œ,FR178,y,3.2696644e-05
1505,FR,œ,FR178,e,0.004852612
11505,FR,œ,FR178,ɛ,0.7201915
12505,FR,œ,FR178,ɛ̃,0.0017851762
6505,FR,œ,FR178,ø,3.2696644e-05
7505,FR,œ,FR178,œ,0.26494366
505,FR,œ,FR178,a,0.0006567296
8505,FR,œ,FR178,ɑ̃,0.0006567296
3505,FR,œ,FR178,o,3.2696644e-05
9505,FR,œ,FR178,ɔ,8.887869e-05
10505,FR,œ,FR178,ɔ̃,8.887869e-05
4505,FR,œ,FR178,u,0.004852612
2529,FR,œ,FR2061,i,0.9998703
5529,FR,œ,FR2061,y,1.6699534e-05
1529,FR,œ,FR2061,e,3.0586264e-07
11529,FR,œ,FR2061,ɛ,2.2600364e-06
12529,FR,œ,FR2061,ɛ̃,1.1252058e-07
6529,FR,œ,FR2061,ø,2.2600364e-06
7529,FR,œ,FR2061,œ,4.539404e-05
529,FR,œ,FR2061,a,1.6699534e-05
8529,FR,œ,FR2061,ɑ̃,1.1252058e-07
3529,FR,œ,FR2061,o,1.1252058e-07
9529,FR,œ,FR2061,ɔ,1.1252058e-07
10529,FR,œ,FR2061,ɔ̃,4.539404e-05
4529,FR,œ,FR2061,u,1.1252058e-07
2530,FR,œ,FR2074,i,5.6027916e-09
5530,FR,œ,FR2074,y,7.582554e-10
1530,FR,œ,FR2074,e,2.789466e-10
11530,FR,œ,FR2074,ɛ,4.139934e-08
12530,FR,œ,FR2074,ɛ̃,2.789466e-10
6530,FR,œ,FR2074,ø,8.3152804e-07
7530,FR,œ,FR2074,œ,0.99999917
530,FR,œ,FR2074,a,4.139934e-08
8530,FR,œ,FR2074,ɑ̃,2.789466e-10
3530,FR,œ,FR2074,o,7.582554e-10
9530,FR,œ,FR2074,ɔ,2.789466e-10
10530,FR,œ,FR2074,ɔ̃,2.789466e-10
4530,FR,œ,FR2074,u,2.789466e-10
2540,FR,œ,FR2273,i,0.0023398325
5540,FR,œ,FR2273,y,0.9439557
1540,FR,œ,FR2273,e,2.133651e-06
11540,FR,œ,FR2273,ɛ,1.5765665e-05
12540,FR,œ,FR2273,ɛ̃,2.133651e-06
6540,FR,œ,FR2273,ø,0.00031666187
7540,FR,œ,FR2273,œ,0.046996787
540,FR,œ,FR2273,a,0.0063603236
8540,FR,œ,FR2273,ɑ̃,2.133651e-06
3540,FR,œ,FR2273,o,2.133651e-06
9540,FR,œ,FR2273,ɔ,2.133651e-06
10540,FR,œ,FR2273,ɔ̃,2.133651e-06
4540,FR,œ,FR2273,u,2.133651e-06
2563,FR,œ,FR282,i,4.4546487e-05
5563,FR,œ,FR282,y,2.217839e-06
1563,FR,œ,FR282,e,0.0003291565
11563,FR,œ,FR282,ɛ,0.98120165
12563,FR,œ,FR282,ɛ̃,0.0003291565
6563,FR,œ,FR282,ø,1.6387736e-05
7563,FR,œ,FR282,œ,0.017971335
563,FR,œ,FR282,a,4.4546487e-05
8563,FR,œ,FR282,ɑ̃,4.4546487e-05
3563,FR,œ,FR282,o,2.217839e-06
9563,FR,œ,FR282,ɔ,6.028711e-06
10563,FR,œ,FR282,ɔ̃,6.028711e-06
4563,FR,œ,FR282,u,2.217839e-06
2569,FR,œ,FR3032,i,0.09605533
5569,FR,œ,FR3032,y,0.26110545
1569,FR,œ,FR3032,e,0.00064721575
11569,FR,œ,FR3032,ɛ,0.004782313
12569,FR,œ,FR3032,ɛ̃,0.00023809735
6569,FR,œ,FR3032,ø,0.012999674
7569,FR,œ,FR3032,œ,0.26110545
569,FR,œ,FR3032,a,0.004782313
8569,FR,œ,FR3032,ɑ̃,0.00023809735
3569,FR,œ,FR3032,o,0.00064721575
9569,FR,œ,FR3032,ɔ,0.00023809735
10569,FR,œ,FR3032,ɔ̃,0.09605533
4569,FR,œ,FR3032,u,0.26110545
2587,FR,œ,FR3367,i,0.0009016175
5587,FR,œ,FR3367,y,0.0024508506
1587,FR,œ,FR3367,e,1.65137e-05
11587,FR,œ,FR3367,ɛ,0.00012202066
12587,FR,œ,FR3367,ɛ̃,6.0750513e-06
6587,FR,œ,FR3367,ø,4.4888893e-05
7587,FR,œ,FR3367,œ,0.0009016175
587,FR,œ,FR3367,a,0.00012202066
8587,FR,œ,FR3367,ɑ̃,6.0750513e-06
3587,FR,œ,FR3367,o,1.65137e-05
9587,FR,œ,FR3367,ɔ,6.0750513e-06
10587,FR,œ,FR3367,ɔ̃,0.98874366
4587,FR,œ,FR3367,u,0.0066621024
2599,FR,œ,FR3584,i,0.0009094367
5599,FR,œ,FR3584,y,6.1277365e-06
1599,FR,œ,FR3584,e,0.00012307888
11599,FR,œ,FR3584,ɛ,2.2542683e-06
12599,FR,œ,FR3584,ɛ̃,2.2542683e-06
6599,FR,œ,FR3584,ø,0.0009094367
7599,FR,œ,FR3584,œ,0.99731845
599,FR,œ,FR3584,a,4.527819e-05
8599,FR,œ,FR3584,ɑ̃,0.00033456305
3599,FR,œ,FR3584,o,6.1277365e-06
9599,FR,œ,FR3584,ɔ,6.1277365e-06
10599,FR,œ,FR3584,ɔ̃,2.2542683e-06
4599,FR,œ,FR3584,u,0.00033456305
2618,FR,œ,FR3951,i,0.9520244
5618,FR,œ,FR3951,y,2.1518888e-06
1618,FR,œ,FR3951,e,0.000117489144
11618,FR,œ,FR3951,ɛ,1.5900427e-05
12618,FR,œ,FR3951,ɛ̃,7.916356e-07
6618,FR,œ,FR3951,ø,0.0003193686
7618,FR,œ,FR3951,œ,0.047398504
618,FR,œ,FR3951,a,7.916356e-07
8618,FR,œ,FR3951,ɑ̃,7.916356e-07
3618,FR,œ,FR3951,o,7.916356e-07
9618,FR,œ,FR3951,ɔ,7.916356e-07
10618,FR,œ,FR3951,ɔ̃,7.916356e-07
4618,FR,œ,FR3951,u,0.000117489144
2623,FR,œ,FR404,i,0.00029262286
5623,FR,œ,FR404,y,1.45688355e-05
1623,FR,œ,FR404,e,0.00079543144
11623,FR,œ,FR404,ɛ,0.8722965
12623,FR,œ,FR404,ɛ̃,3.96022e-05
6623,FR,œ,FR404,ø,1.45688355e-05
7623,FR,œ,FR404,œ,0.1180525
623,FR,œ,FR404,a,0.00029262286
8623,FR,œ,FR404,ɑ̃,0.00010764994
3623,FR,œ,FR404,o,3.96022e-05
9623,FR,œ,FR404,ɔ,0.005877488
10623,FR,œ,FR404,ɔ̃,1.45688355e-05
4623,FR,œ,FR404,u,0.002162207
2630,FR,œ,FR4223,i,0.00031912595
5630,FR,œ,FR4223,y,0.95130104
1630,FR,œ,FR4223,e,5.8449955e-06
11630,FR,œ,FR4223,ɛ,5.8449955e-06
12630,FR,œ,FR4223,ɛ̃,2.1502537e-06
6630,FR,œ,FR4223,ø,4.3189e-05
7630,FR,œ,FR4223,œ,0.047362488
630,FR,œ,FR4223,a,4.3189e-05
8630,FR,œ,FR4223,ɑ̃,2.1502537e-06
3630,FR,œ,FR4223,o,2.1502537e-06
9630,FR,œ,FR4223,ɔ,4.3189e-05
10630,FR,œ,FR4223,ɔ̃,0.00086747424
4630,FR,œ,FR4223,u,2.1502537e-06
2632,FR,œ,FR4232,i,0.0071625416
5632,FR,œ,FR4232,y,0.0071625416
1632,FR,œ,FR4232,e,0.00096934463
11632,FR,œ,FR4232,ɛ,0.3910615
12632,FR,œ,FR4232,ɛ̃,0.00013118652
6632,FR,œ,FR4232,ø,0.0026349518
7632,FR,œ,FR4232,œ,0.3910615
632,FR,œ,FR4232,a,0.1438635
8632,FR,œ,FR4232,ɑ̃,0.00013118652
3632,FR,œ,FR4232,o,0.00013118652
9632,FR,œ,FR4232,ɔ,0.05292442
10632,FR,œ,FR4232,ɔ̃,0.0026349518
4632,FR,œ,FR4232,u,0.00013118652
2633,FR,œ,FR4245,i,1.5072354e-05
5633,FR,œ,FR4245,y,0.044930052
1633,FR,œ,FR4245,e,0.000111370464
11633,FR,œ,FR4245,ɛ,0.044930052
12633,FR,œ,FR4245,ɛ̃,1.5072354e-05
6633,FR,œ,FR4245,ø,0.0008229226
7633,FR,œ,FR4245,œ,0.90244424
633,FR,œ,FR4245,a,0.0060806214
8633,FR,œ,FR4245,ɑ̃,1.5072354e-05
3633,FR,œ,FR4245,o,1.5072354e-05
9633,FR,œ,FR4245,ɔ,0.00030273633
10633,FR,œ,FR4245,ɔ̃,0.00030273633
4633,FR,œ,FR4245,u,1.5072354e-05
2642,FR,œ,FR4446,i,0.0028029338
5642,FR,œ,FR4446,y,0.41599226
1642,FR,œ,FR4446,e,0.0076191644
11642,FR,œ,FR4446,ɛ,0.00013954985
12642,FR,œ,FR4446,ɛ̃,5.1337523e-05
6642,FR,œ,FR4446,ø,0.00037933583
7642,FR,œ,FR4446,œ,0.0028029338
642,FR,œ,FR4446,a,0.153035
8642,FR,œ,FR4446,ɑ̃,5.1337523e-05
3642,FR,œ,FR4446,o,5.1337523e-05
9642,FR,œ,FR4446,ɔ,0.0010311417
10642,FR,œ,FR4446,ɔ̃,0.41599226
4642,FR,œ,FR4446,u,5.1337523e-05
2487,FR,a,FR1318,i,6.143255e-06
5487,FR,a,FR1318,y,3.0585466e-07
1487,FR,a,FR1318,e,4.539286e-05
11487,FR,a,FR1318,ɛ,0.9998442
12487,FR,a,FR1318,ɛ̃,6.143255e-06
6487,FR,a,FR1318,ø,3.0585466e-07
7487,FR,a,FR1318,œ,4.539286e-05
487,FR,a,FR1318,a,1.6699098e-05
8487,FR,a,FR1318,ɑ̃,1.6699098e-05
3487,FR,a,FR1318,o,8.313992e-07
9487,FR,a,FR1318,ɔ,1.6699098e-05
10487,FR,a,FR1318,ɔ̃,8.313992e-07
4487,FR,a,FR1318,u,3.0585466e-07
2541,FR,a,FR2279,i,0.0003337162
5541,FR,a,FR2279,y,0.0009071347
1541,FR,a,FR2279,e,1.6614751e-05
11541,FR,a,FR2279,ɛ,0.00012276732
12541,FR,a,FR2279,ɛ̃,4.5163575e-05
6541,FR,a,FR2279,ø,0.0009071347
7541,FR,a,FR2279,œ,6.1122255e-06
541,FR,a,FR2279,a,0.99479395
8541,FR,a,FR2279,ɑ̃,4.5163575e-05
3541,FR,a,FR2279,o,6.1122255e-06
9541,FR,a,FR2279,ɔ,1.6614751e-05
10541,FR,a,FR2279,ɔ̃,0.0024658479
4541,FR,a,FR2279,u,0.0003337162
2559,FR,a,FR2717,i,0.47696316
5559,FR,a,FR2717,y,0.008735885
1559,FR,a,FR2717,e,5.886193e-05
11559,FR,a,FR2717,ɛ,5.886193e-05
12559,FR,a,FR2717,ɛ̃,0.0004349341
6559,FR,a,FR2717,ø,0.008735885
7559,FR,a,FR2717,œ,0.0032137525
559,FR,a,FR2717,a,0.47696316
8559,FR,a,FR2717,ɑ̃,0.0004349341
3559,FR,a,FR2717,o,0.00016000331
9559,FR,a,FR2717,ɔ,0.0004349341
10559,FR,a,FR2717,ɔ̃,0.023746597
4559,FR,a,FR2717,u,5.886193e-05
2560,FR,a,FR2718,i,0.783716
5560,FR,a,FR2718,y,0.01435426
1560,FR,a,FR2718,e,9.671824e-05
11560,FR,a,FR2718,ɛ,9.671824e-05
12560,FR,a,FR2718,ɛ̃,0.01435426
6560,FR,a,FR2718,ø,0.03901892
7560,FR,a,FR2718,œ,0.00026290744
560,FR,a,FR2718,a,0.03901892
8560,FR,a,FR2718,ɑ̃,0.0019426378
3560,FR,a,FR2718,o,0.00026290744
9560,FR,a,FR2718,ɔ,0.0007146565
10560,FR,a,FR2718,ɔ̃,0.10606443
4560,FR,a,FR2718,u,9.671824e-05
2564,FR,a,FR289,i,0.0002936596
5564,FR,a,FR289,y,1.4620451e-05
1564,FR,a,FR289,e,0.00079824956
11564,FR,a,FR289,ɛ,0.87538695
12564,FR,a,FR289,ɛ̃,0.0021698675
6564,FR,a,FR289,ø,3.9742506e-05
7564,FR,a,FR289,œ,0.11847074
564,FR,a,FR289,a,0.0002936596
8564,FR,a,FR289,ɑ̃,0.0002936596
3564,FR,a,FR289,o,1.4620451e-05
9564,FR,a,FR289,ɔ,0.0021698675
10564,FR,a,FR289,ɔ̃,3.9742506e-05
4564,FR,a,FR289,u,1.4620451e-05
2565,FR,a,FR291,i,0.045941494
5565,FR,a,FR291,y,4.189322e-05
1565,FR,a,FR291,e,0.0022872924
11565,FR,a,FR291,ɛ,0.016900932
12565,FR,a,FR291,ɛ̃,4.189322e-05
6565,FR,a,FR291,ø,4.189322e-05
7565,FR,a,FR291,œ,0.0022872924
565,FR,a,FR291,a,0.0022872924
8565,FR,a,FR291,ɑ̃,4.189322e-05
3565,FR,a,FR291,o,0.00084144785
9565,FR,a,FR291,ɔ,0.00030955137
10565,FR,a,FR291,ɔ̃,0.9227596
4565,FR,a,FR291,u,0.0062175053
2570,FR,a,FR3056,i,1.988877e-06
5570,FR,a,FR3056,y,0.0008023703
1570,FR,a,FR3056,e,5.4063285e-06
11570,FR,a,FR3056,ɛ,3.9947667e-05
12570,FR,a,FR3056,ɛ̃,1.988877e-06
6570,FR,a,FR3056,ø,1.4695925e-05
7570,FR,a,FR3056,œ,1.4695925e-05
570,FR,a,FR3056,a,0.11908231
8570,FR,a,FR3056,ɑ̃,1.4695925e-05
3570,FR,a,FR3056,o,5.4063285e-06
9570,FR,a,FR3056,ɔ,1.988877e-06
10570,FR,a,FR3056,ɔ̃,0.8799059
4570,FR,a,FR3056,u,0.00010858901
2576,FR,a,FR3147,i,0.00031004508
5576,FR,a,FR3147,y,0.12508112
1576,FR,a,FR3147,e,0.00084278994
11576,FR,a,FR3147,ɛ,0.006227422
12576,FR,a,FR3147,ɛ̃,0.00084278994
6576,FR,a,FR3147,ø,0.006227422
7576,FR,a,FR3147,œ,0.006227422
576,FR,a,FR3147,a,0.34000573
8576,FR,a,FR3147,ɑ̃,0.04601477
3576,FR,a,FR3147,o,0.00084278994
9576,FR,a,FR3147,ɔ,0.0022909406
10576,FR,a,FR3147,ɔ̃,0.12508112
4576,FR,a,FR3147,u,0.34000573
2600,FR,a,FR3593,i,0.07328412
5600,FR,a,FR3593,y,0.54150045
1600,FR,a,FR3593,e,0.07328412
11600,FR,a,FR3593,ɛ,0.02695972
12600,FR,a,FR3593,ɛ̃,0.009917927
6600,FR,a,FR3593,ø,0.0013422455
7600,FR,a,FR3593,œ,0.19920689
600,FR,a,FR3593,a,0.07328412
8600,FR,a,FR3593,ɑ̃,0.00018165316
3600,FR,a,FR3593,o,0.0004937845
9600,FR,a,FR3593,ɔ,0.00018165316
10600,FR,a,FR3593,ɔ̃,0.00018165316
4600,FR,a,FR3593,u,0.00018165316
2612,FR,a,FR3836,i,0.00012271682
5612,FR,a,FR3836,y,6.109711e-06
1612,FR,a,FR3836,e,0.00012271682
11612,FR,a,FR3836,ɛ,6.109711e-06
12612,FR,a,FR3836,ɛ̃,0.00090676156
6612,FR,a,FR3836,ø,0.00090676156
7612,FR,a,FR3836,œ,0.99438477
612,FR,a,FR3836,a,0.00012271682
8612,FR,a,FR3836,ɑ̃,0.0024648334
3612,FR,a,FR3836,o,1.6607917e-05
9612,FR,a,FR3836,ɔ,1.6607917e-05
10612,FR,a,FR3836,ɔ̃,1.6607917e-05
4612,FR,a,FR3836,u,0.00090676156
2626,FR,a,FR4161,i,2.7894614e-10
5626,FR,a,FR4161,y,2.260324e-06
1626,FR,a,FR4161,e,2.7894614e-10
11626,FR,a,FR4161,ɛ,2.0611488e-09
12626,FR,a,FR4161,ɛ̃,5.602783e-09
6626,FR,a,FR4161,ø,7.582542e-10
7626,FR,a,FR4161,œ,2.0611488e-09
626,FR,a,FR4161,a,0.9999976
